"Name","Team","AB","AVG","OBP","SLG","OPS","H","BB","R","RBI","1B","2B","3B","HR","IBB","SO","HBP","SF","GDP","SB","GB","FB","Balls","Strikes","BB%","K%","BB/K","ISO","BABIP","GB/FB","wOBA","Bat","Fld","BsR","WAR","Dol","Barrels","Barrel%","xwOBA","playerid"
"Spencer Torkelson","DET","360",".203",".285",".319",".604","73","37","38","28","48","16","1","8","0","99","5","2","12","0","106","107","597","1012","9.2%","24.5%","0.37",".117",".255","0.99",".272","-10.8","-0.3","-3.2","-1.0","($7.9)","22","8.4%",".305","27465"
"Alek Thomas","ARI","381",".231",".275",".344",".619","88","22","45","39","62","17","1","8","0","74","3","5","6","4","181","78","485","998","5.4%","18.0%","0.30",".113",".263","2.32",".272","-13.6","1.2","1.8","0.5","$4.0","12","3.8%",".277","23792"
"Ryan O'Hearn","KCR","134",".239",".290",".321",".611","32","8","14","16","24","6","1","1","0","35","2","1","2","0","42","27","192","356","5.5%","24.1%","0.23",".082",".313","1.56",".272","-4.6","-0.7","0.3","-0.3","($2.6)","7","7.0%",".327","16442"
"Nick Senzel","CIN","373",".231",".296",".306",".601","86","30","45","25","68","13","0","5","0","76","5","1","7","8","137","93","513","961","7.1%","18.1%","0.39",".075",".276","1.47",".272","-16.5","-3.5","-0.9","-0.6","($5.0)","10","3.2%",".299","19293"
"Buddy Kennedy","ARI","83",".217",".287",".325",".613","18","8","10","12","13","2","2","1","0","23","1","2","1","0","27","23","141","222","8.5%","24.5%","0.35",".108",".279","1.17",".271","-3.1","0.0","0.1","0.0","$0.1","1","1.6%",".255","22505"
"Luke Raley","TBR","61",".197",".306",".279",".584","12","7","7","4","9","2","0","1","0","24","3","1","1","0","15","18","105","177","9.7%","33.3%","0.29",".082",".297","0.83",".271","-1.7","0.1","0.1","0.0","($0.2)","5","13.2%",".286","19354"
"Yan Gomes","CHC","277",".235",".260",".365",".625","65","8","23","31","45","12","0","8","0","47","3","4","15","2","106","77","302","704","2.7%","16.0%","0.17",".130",".252","1.38",".271","-9.2","3.0","-2.0","0.6","$4.7","8","3.4%",".287","9627"
"Adam Haseley","CHW","21",".238",".333",".238",".571","5","3","4","2","5","0","0","0","0","7","0","0","0","0","12","0","36","56","12.0%","28.0%","0.43",".000",".357","12.00",".270","-0.8","0.1","-0.1","0.0","($0.3)","0","0.0%",".266","19878"
"Hanser Alberto","LAD","156",".244",".258",".365",".623","38","3","13","15","25","9","2","2","0","25","0","0","7","0","62","45","141","380","1.9%","15.7%","0.12",".122",".279","1.38",".270","-4.9","-2.7","-2.1","-0.5","($3.7)","2","1.5%",".234","11902"
"Omar Narvaez","MIL","262",".206",".292",".305",".597","54","29","21","23","37","12","1","4","1","57","3","1","4","0","73","91","440","742","9.8%","19.3%","0.51",".099",".248","0.80",".269","-10.0","5.5","-0.3","1.1","$9.2","5","2.4%",".268","13338"
"Sergio Alcantara","- - -","205",".220",".261",".356",".617","45","12","26","29","30","8","1","6","0","57","1","4","6","1","65","56","334","608","5.4%","25.4%","0.21",".137",".267","1.16",".269","-7.7","-0.6","-0.1","0.0","$0.2","3","1.9%",".244","16417"
"Jose Siri","- - -","301",".213",".268",".339",".607","64","20","53","24","42","13","2","7","0","108","3","1","3","14","81","69","407","858","6.2%","33.2%","0.19",".126",".305","1.17",".268","-9.0","10.5","5.6","1.9","$15.4","12","6.2%",".261","17452"
"Miguel Rojas","MIA","471",".236",".283",".323",".605","111","26","34","36","84","19","2","6","1","61","6","3","12","9","194","133","621","1195","5.1%","12.0%","0.43",".087",".258","1.46",".268","-15.9","8.8","-4.0","1.2","$9.6","8","1.9%",".293","7802"
"Vimael Machin","OAK","223",".220",".300",".287",".587","49","25","26","13","36","12","0","1","0","47","2","3","6","1","77","60","375","627","9.9%","18.6%","0.53",".067",".270","1.28",".268","-6.5","-2.6","-1.2","-0.1","($1.2)","7","3.9%",".301","17684"
"Nick Madrigal","CHC","209",".249",".305",".282",".588","52","14","19","7","45","7","0","0","0","27","3","0","6","3","110","33","287","584","6.1%","11.8%","0.52",".033",".286","3.33",".267","-7.8","1.4","-0.4","0.2","$1.5","0","0.0%",".283","20521"
"CJ Abrams","- - -","284",".246",".280",".324",".604","70","5","33","21","54","12","2","2","0","50","9","2","5","7","118","73","292","716","1.7%","16.6%","0.10",".077",".291","1.62",".267","-10.2","-7.5","1.7","-0.3","($2.4)","5","2.1%",".266","25768"
"Garrett Hampson","COL","199",".211",".287",".307",".594","42","21","29","15","30","7","3","2","0","63","1","2","3","12","63","46","317","569","9.3%","27.9%","0.33",".095",".294","1.37",".267","-11.9","-2.9","1.6","-0.4","($3.6)","6","4.3%",".261","19262"
"Aristides Aquino","CIN","259",".197",".246",".363",".609","51","17","24","30","28","13","0","10","0","101","0","0","1","2","60","69","359","734","6.2%","36.6%","0.17",".166",".277","0.87",".267","-12.0","10.5","1.6","0.7","$5.3","13","8.2%",".243","15482"
"J.J. Bleday","MIA","204",".167",".277",".309",".586","34","30","21","16","17","10","2","5","0","67","2","2","5","4","33","73","402","627","12.6%","28.2%","0.45",".142",".216","0.45",".266","-7.9","-3.5","0.8","-0.3","($2.4)","12","8.6%",".280","26368"
"Roman Quinn","- - -","79",".215",".287",".304",".591","17","7","15","7","12","3","2","0","0","36","1","0","0","4","9","17","128","219","8.0%","41.4%","0.19",".089",".395","0.53",".266","-2.8","2.5","0.3","0.3","$2.3","2","4.7%",".244","13546"
"Oscar Mercado","- - -","121",".207",".242",".372",".614","25","5","17","16","14","6","1","4","0","29","1","1","4","2","30","48","154","317","3.9%","22.7%","0.17",".165",".236","0.63",".266","-4.3","-3.1","0.0","-0.5","($4.0)","6","6.5%",".258","16375"
"Jacob Stallings","MIA","346",".223",".292",".292",".584","77","29","25","34","61","12","0","4","0","83","6","2","15","0","111","102","531","943","7.6%","21.6%","0.35",".069",".280","1.09",".265","-12.9","-8.3","-5.3","-0.6","($4.9)","9","3.4%",".274","13723"
"Luke Williams","- - -","127",".236",".287",".315",".602","30","9","21","6","23","5","1","1","1","44","0","0","1","11","32","31","180","360","6.6%","32.4%","0.20",".079",".354","1.03",".265","-4.6","2.8","1.1","0.3","$2.7","3","3.6%",".233","19931"
"Kyle Isbel","KCR","256",".211",".264",".340",".603","54","16","32","28","35","10","4","5","0","75","3","2","5","9","78","68","373","701","5.8%","27.0%","0.21",".129",".275","1.15",".265","-10.3","11.3","-0.8","0.7","$5.7","9","4.9%",".266","21614"
"Tomas Nido","NYM","284",".239",".276",".324",".600","68","14","31","28","50","15","0","3","0","76","1","2","14","0","103","60","321","746","4.5%","24.3%","0.18",".085",".314","1.72",".265","-9.3","8.2","-7.0","0.9","$7.5","14","6.3%",".287","13755"
"Cam Gallagher","KCR","42",".214",".267",".333",".600","9","3","1","5","4","5","0","0","0","13","0","0","0","0","11","13","63","111","6.4%","27.7%","0.23",".119",".310","0.85",".265","-1.8","-0.6","0.2","0.0","$0.3","0","0.0%",".220","12981"
"Martin Maldonado","HOU","344",".186",".248",".352",".600","64","22","40","45","37","12","0","15","0","116","7","2","6","0","97","93","514","990","5.8%","30.6%","0.19",".166",".228","1.04",".264","-12.7","1.2","-3.9","0.5","$4.1","19","8.1%",".253","6887"
"Romy Gonzalez","CHW","105",".238",".257",".352",".609","25","2","15","11","18","4","1","2","0","39","1","1","3","0","37","21","118","275","1.8%","35.8%","0.05",".114",".354","1.76",".264","-3.8","0.6","-0.6","0.0","$0.1","6","9.0%",".265","21562"
"Pablo Reyes","MIL","15",".267",".313",".267",".579","4","1","1","0","4","0","0","0","0","2","0","0","0","0","7","4","15","44","6.3%","12.5%","0.50",".000",".308","1.75",".264","-0.6","-0.2","0.1","0.0","$0.0","0","0.0%",".187","16357"
"Cody Thomas","OAK","30",".267",".313",".267",".579","8","2","1","0","8","0","0","0","0","12","0","0","0","0","8","5","39","86","6.3%","37.5%","0.17",".000",".444","1.60",".264","-0.9","-0.7","0.0","-0.1","($0.8)","0","0.0%",".240","19828"
"Jonathan Aranda","TBR","78",".192",".276",".321",".596","15","8","10","6","9","4","0","2","1","23","1","0","1","0","30","18","114","220","9.2%","26.4%","0.35",".128",".245","1.67",".264","-2.5","-2.5","0.7","-0.2","($1.5)","4","7.3%",".279","21837"
"Yasmani Grandal","CHW","327",".202",".301",".269",".570","66","45","15","27","54","7","0","5","1","79","2","2","8","1","107","90","622","951","12.0%","21.0%","0.57",".067",".249","1.19",".263","-13.5","2.3","-6.2","-0.4","($3.0)","12","4.8%",".290","11368"
"Brad Miller","TEX","222",".212",".270",".320",".590","47","18","20","32","37","3","0","7","0","70","0","1","3","4","64","62","317","597","7.5%","29.0%","0.26",".108",".274","1.03",".263","-8.5","-5.7","-1.1","-1.1","($9.1)","12","7.8%",".269","12775"
"Travis Demeritte","ATL","89",".213",".260",".337",".597","19","6","9","6","14","2","0","3","0","32","0","1","2","0","29","19","137","244","6.3%","33.3%","0.19",".124",".291","1.53",".263","-3.9","-1.7","-1.4","-0.5","($4.1)","4","6.9%",".263","15958"
"Brian Serven","COL","187",".203",".261",".332",".593","38","13","19","16","27","4","1","6","0","44","2","1","7","0","64","50","254","542","6.3%","21.5%","0.30",".128",".232","1.28",".263","-11.4","5.8","-0.9","0.5","$3.8","4","2.7%",".254","19422"
"Connor Wong","BOS","48",".188",".273",".313",".585","9","5","8","7","5","3","0","1","0","16","1","1","0","0","21","10","75","146","8.9%","28.6%","0.31",".125",".250","2.10",".263","-2.4","-0.5","0.8","0.1","$0.7","4","11.8%",".281","19896"
"Cooper Hummel","ARI","176",".176",".274",".307",".580","31","23","20","17","17","8","3","3","0","64","1","1","4","4","53","40","323","496","11.4%","31.8%","0.36",".131",".255","1.33",".262","-8.2","-4.6","0.1","-0.8","($6.2)","8","7.1%",".292","19458"
"Josh Smith","TEX","213",".197",".307",".249",".556","42","28","23","16","35","5","0","2","0","50","7","3","1","4","55","69","416","632","11.1%","19.8%","0.56",".052",".244","0.80",".262","-9.2","2.0","0.3","0.0","$0.4","4","2.4%",".296","26396"
"Wynton Bernard","COL","42",".286",".286",".310",".595","12","0","9","3","11","1","0","0","0","8","0","0","1","3","23","6","50","117","0.0%","19.0%","0.00",".024",".353","3.83",".262","-2.4","0.1","0.5","0.0","($0.4)","0","0.0%",".226","13408"
"Skye Bolt","OAK","106",".198",".259",".330",".589","21","7","10","13","15","2","0","4","0","30","2","1","1","5","37","29","175","308","6.0%","25.9%","0.23",".132",".233","1.28",".261","-3.6","0.2","1.1","0.2","$1.5","4","5.2%",".258","17723"
"Luis Torrens","SEA","151",".225",".283",".298",".581","34","12","13","15","29","2","0","3","0","50","1","2","5","0","48","28","234","443","7.2%","30.1%","0.24",".073",".310","1.71",".261","-5.2","-3.4","-1.4","-0.3","($2.6)","5","4.9%",".284","15905"
"Ezequiel Tovar","COL","33",".212",".257",".333",".590","7","2","2","2","5","1","0","1","0","9","0","0","0","0","12","8","39","87","5.7%","25.7%","0.22",".121",".261","1.50",".261","-2.0","-1.0","0.2","-0.1","($1.0)","3","12.5%",".300","24064"
"Maikel Franco","WSN","371",".229",".255",".342",".597","85","12","31","39","61","15","0","9","0","75","2","3","18","1","133","107","430","988","3.1%","19.3%","0.16",".113",".262","1.24",".261","-16.1","-2.2","-3.6","-0.8","($6.7)","14","4.7%",".272","12179"
"Tyler Nevin","BAL","157",".197",".299",".261",".560","31","20","17","16","25","4","0","2","0","46","4","3","4","0","44","44","302","491","10.9%","25.0%","0.43",".064",".259","1.00",".261","-6.8","-3.1","-1.2","-0.6","($4.8)","4","3.5%",".293","17893"
"Eli White","TEX","105",".200",".274",".305",".578","21","11","16","10","16","2","0","3","0","41","0","1","0","12","17","27","160","284","9.4%","35.0%","0.27",".105",".290","0.63",".260","-4.4","5.8","4.2","0.9","$7.4","3","4.6%",".255","19346"
"Kole Calhoun","TEX","388",".196",".257",".330",".587","76","27","36","49","49","14","1","12","0","136","6","3","6","3","97","96","601","1099","6.4%","32.1%","0.20",".134",".263","1.01",".260","-15.9","-1.0","-0.8","-1.1","($8.7)","25","9.8%",".294","11200"
"Victor Robles","WSN","366",".224",".273",".311",".584","82","17","42","33","64","10","2","6","0","104","9","4","3","15","99","96","460","955","4.2%","25.6%","0.16",".087",".292","1.03",".260","-17.2","2.4","2.8","0.3","$2.7","9","3.2%",".244","18363"
"Brett Baty","NYM","38",".184",".244",".342",".586","7","2","4","5","5","0","0","2","0","8","1","0","0","0","16","9","49","97","4.8%","19.0%","0.25",".158",".179","1.78",".260","-1.4","-0.4","-0.8","-0.1","($0.9)","2","6.5%",".332","26123"
"Kevin Plawecki","- - -","168",".220",".286",".286",".572","37","14","15","13","28","8","0","1","0","32","2","1","6","0","65","46","244","454","7.5%","17.2%","0.44",".065",".265","1.41",".259","-8.2","-4.8","-1.8","-0.5","($4.3)","0","0.0%",".268","13807"
"Tim Locastro","NYY","43",".186",".239",".349",".588","8","2","13","4","5","1","0","2","0","7","1","0","0","8","14","13","48","118","4.3%","15.2%","0.29",".163",".176","1.08",".259","-1.7","-0.7","1.7","0.0","$0.0","2","5.6%",".316","15124"
"Avisail Garcia","MIA","357",".224",".266",".317",".582","80","17","31","35","63","9","0","8","0","109","4","2","12","4","139","66","442","925","4.5%","28.7%","0.16",".092",".298","2.11",".258","-14.8","2.7","-1.2","-0.6","($4.6)","16","6.4%",".281","5760"
"Eddie Rosario","ATL","250",".212",".259",".328",".587","53","17","27","24","35","12","1","5","0","68","0","3","3","3","72","75","316","694","6.3%","25.2%","0.25",".116",".267","0.96",".258","-12.1","-5.2","1.3","-1.1","($8.9)","10","5.4%",".250","12155"
"Max Stassi","LAA","333",".180",".267",".303",".571","60","38","32","30","38","12","1","9","0","112","2","1","12","0","116","84","568","868","10.1%","29.9%","0.34",".123",".239","1.38",".258","-15.4","-0.5","-2.7","0.0","$0.2","21","9.4%",".266","10059"
"J.J. Matijevic","HOU","67",".209",".254",".328",".582","14","2","7","5","10","2","0","2","0","25","2","0","1","1","24","11","88","186","2.8%","35.2%","0.08",".119",".300","2.18",".258","-2.7","0.3","0.3","-0.2","($1.3)","1","2.4%",".259","20165"
"Stephen Piscotty","OAK","126",".190",".252",".341",".593","24","9","12","14","15","4","0","5","1","48","2","2","2","2","37","25","178","376","6.5%","34.5%","0.19",".151",".253","1.48",".258","-4.6","-1.8","-0.6","-0.5","($4.0)","5","6.3%",".275","13367"
"Richie Palacios","CLE","112",".232",".293",".286",".578","26","9","7","10","20","6","0","0","1","20","1","1","2","2","42","31","188","325","7.3%","16.3%","0.45",".054",".280","1.35",".258","-4.8","-0.8","0.3","-0.4","($2.9)","1","1.1%",".277","24589"
"Jake Meyers","HOU","150",".227",".269",".313",".582","34","7","13","15","25","6","2","1","0","54","2","1","1","2","51","24","218","417","4.4%","33.8%","0.13",".087",".344","2.13",".258","-6.2","3.1","0.6","0.3","$2.7","5","5.2%",".251","20308"
"Luis Campusano","SDP","48",".250",".260",".333",".593","12","1","4","5","10","1","0","1","0","11","0","1","2","0","17","16","39","122","2.0%","22.0%","0.09",".083",".297","1.06",".257","-1.9","-1.6","-0.3","-0.2","($1.8)","2","5.3%",".258","22217"
"Jonah Bride","OAK","162",".204",".301",".247",".548","33","19","17","6","28","4","0","1","0","32","4","1","4","1","59","45","306","491","10.2%","17.1%","0.59",".043",".246","1.31",".257","-6.4","0.3","-1.5","-0.1","($1.2)","2","1.5%",".282","24703"
"Myles Straw","CLE","535",".221",".291",".273",".564","118","54","72","32","93","22","3","0","0","87","1","4","4","21","213","152","869","1491","9.1%","14.6%","0.62",".052",".261","1.40",".257","-24.0","14.1","7.6","2.0","$15.9","3","0.7%",".275","17620"
"Marwin Gonzalez","NYY","184",".185",".255",".321",".576","34","14","20","18","21","7","0","6","0","54","4","2","8","3","48","53","271","551","6.8%","26.1%","0.26",".136",".222","0.91",".257","-8.2","4.3","-1.1","0.0","$0.4","8","5.9%",".282","5497"
"Akil Baddoo","DET","201",".204",".289",".269",".558","41","24","30","9","34","3","2","2","0","64","0","0","2","9","57","54","348","568","10.7%","28.4%","0.38",".065",".289","1.06",".256","-8.8","-0.4","2.2","-0.2","($1.6)","5","3.6%",".253","22168"
"Adam Engel","CHW","245",".224",".269",".310",".579","55","11","32","17","39","13","1","2","1","76","4","0","2","12","66","66","352","640","4.2%","29.2%","0.14",".086",".317","1.00",".256","-10.7","0.1","2.1","-0.1","($1.2)","3","1.8%",".246","15082"
"Meibrys Viloria","TEX","63",".159",".280",".270",".550","10","11","10","5","7","1","0","2","0","29","0","1","0","0","18","15","140","207","14.7%","38.7%","0.38",".111",".242","1.20",".256","-3.1","4.3","1.6","0.7","$5.3","3","8.6%",".243","17109"
"Dominic Smith","NYM","134",".194",".276",".284",".560","26","12","11","17","15","10","1","0","0","37","4","2","0","0","47","36","216","361","7.9%","24.3%","0.32",".090",".263","1.31",".254","-5.8","1.5","1.7","-0.1","($0.8)","7","7.1%",".293","15653"
"Kurt Suzuki","LAA","139",".180",".266",".295",".561","25","15","10","15","17","4","0","4","0","29","2","2","3","0","33","58","215","378","9.4%","18.2%","0.52",".115",".194","0.57",".254","-7.1","-6.4","-2.4","-0.8","($6.8)","4","3.5%",".255","8259"
"Jason Heyward","CHC","137",".204",".278",".277",".556","28","11","15","10","21","5","1","1","0","32","3","0","3","1","48","40","198","360","7.3%","21.2%","0.34",".073",".260","1.20",".253","-6.8","-1.0","-0.1","-0.4","($2.9)","5","4.8%",".278","4940"
"Sheldon Neuse","OAK","271",".214",".273",".288",".561","58","20","25","26","48","4","2","4","0","80","2","0","5","6","122","35","392","768","6.8%","27.3%","0.25",".074",".289","3.49",".253","-10.9","-4.0","1.3","-0.5","($4.3)","6","3.1%",".254","19635"
"Tucker Barnhart","DET","281",".221",".287",".267",".554","62","25","16","16","51","10","0","1","0","74","1","0","7","0","109","62","429","745","8.1%","24.0%","0.34",".046",".296","1.76",".253","-12.9","-4.3","-1.7","-0.2","($2.0)","4","1.9%",".244","10200"
"Geraldo Perdomo","ARI","431",".195",".285",".262",".547","84","50","58","40","67","10","2","5","0","103","5","2","3","9","148","101","779","1282","10.0%","20.6%","0.49",".067",".243","1.47",".253","-24.1","1.8","5.4","0.6","$5.0","7","2.0%",".269","22799"
"Taylor Walls","TBR","407",".172",".268",".285",".553","70","52","53","33","42","18","2","8","0","120","2","2","6","10","107","120","722","1166","11.2%","25.8%","0.43",".113",".221","0.89",".252","-17.7","-9.2","3.2","-0.5","($3.9)","18","6.2%",".270","22458"
"Mark Vientos","NYM","36",".167",".268",".278",".546","6","5","3","3","4","1","0","1","0","12","0","0","1","0","12","11","69","114","12.2%","29.3%","0.42",".111",".217","1.09",".252","-1.7","-0.6","-0.1","-0.2","($1.8)","2","8.3%",".280","22184"
"Jackie Bradley Jr.","- - -","344",".203",".255",".311",".566","70","24","30","38","42","23","1","4","0","77","0","0","5","2","134","86","473","914","6.5%","20.8%","0.31",".108",".251","1.56",".252","-18.2","8.8","-0.7","-0.1","($0.8)","13","4.8%",".268","12984"
"Didi Gregorius","PHI","214",".210",".263",".304",".567","45","13","17","19","31","9","4","1","0","36","3","2","0","1","71","73","254","573","5.6%","15.5%","0.36",".093",".246","0.97",".251","-11.4","-3.7","2.1","-0.3","($2.1)","5","2.8%",".275","6012"
"Robinson Chirinos","BAL","195",".179",".265",".287",".552","35","19","10","22","22","9","0","4","0","67","4","1","4","1","51","53","305","548","8.6%","30.5%","0.28",".108",".248","0.96",".251","-9.7","-15.9","-1.2","-1.6","($12.8)","9","6.9%",".245","3142"
"Josh VanMeter","PIT","171",".187",".266",".292",".558","32","19","15","14","22","5","2","3","0","45","0","2","3","4","48","55","306","498","9.9%","23.4%","0.42",".105",".232","0.87",".251","-9.2","-0.6","1.1","-0.3","($2.7)","6","4.7%",".288","15170"
"Sam Hilliard","COL","174",".184",".280",".264",".544","32","23","26","14","23","6","1","2","0","57","1","2","2","5","53","44","348","522","11.5%","28.5%","0.40",".080",".256","1.20",".251","-13.0","1.1","1.8","-0.5","($4.3)","11","9.2%",".303","17954"
"Nicky Lopez","KCR","436",".227",".281",".273",".554","99","29","51","20","83","12","4","0","0","63","4","1","8","13","200","91","600","1162","6.0%","13.1%","0.46",".046",".265","2.20",".251","-23.5","11.4","5.2","1.2","$9.9","6","1.6%",".273","19339"
"Jonathan Villar","- - -","202",".208",".260",".302",".562","42","15","25","18","31","6","2","3","0","59","0","2","4","7","86","32","330","547","6.8%","26.8%","0.25",".094",".275","2.69",".250","-10.6","-12.3","2.2","-1.3","($10.7)","4","2.7%",".247","10071"
"Derek Hill","DET","83",".229",".270",".289",".559","19","5","8","3","16","2","0","1","0","28","0","1","0","3","25","15","112","220","5.4%","30.4%","0.18",".060",".327","1.67",".249","-4.1","1.6","0.8","0.2","$1.3","2","3.4%",".230","16947"
"Tucupita Marcano","PIT","160",".206",".256",".306",".562","33","10","18","13","23","6","2","2","0","44","1","1","1","2","51","43","233","439","5.6%","24.9%","0.23",".100",".270","1.19",".249","-8.8","1.7","1.0","-0.1","($0.9)","2","1.6%",".213","22871"
"Andy Ibanez","TEX","119",".218",".273",".277",".551","26","9","13","9","21","4","0","1","0","21","0","0","0","3","42","44","168","296","7.0%","16.4%","0.43",".059",".258","0.95",".249","-5.9","-0.1","1.3","-0.2","($1.3)","6","6.1%",".272","18819"
"Stephen Vogt","OAK","168",".161",".241",".321",".562","27","17","18","23","15","4","1","7","0","46","2","4","4","1","37","66","256","458","8.9%","24.1%","0.37",".161",".168","0.56",".249","-7.7","-2.1","0.0","-0.6","($5.2)","10","7.9%",".282","5000"
"Willie Calhoun","- - -","52",".135",".274",".250",".524","7","9","7","3","3","3","0","1","0","8","1","0","2","0","16","22","99","134","14.5%","12.9%","1.13",".115",".140","0.73",".249","-2.9","0.4","-0.7","-0.3","($2.6)","1","2.3%",".309","17838"
"Riley Adams","WSN","142",".176",".245",".310",".555","25","12","14","10","16","4","0","5","0","46","1","0","2","0","43","39","210","402","7.7%","29.7%","0.26",".134",".220","1.10",".249","-8.0","-10.8","-1.1","-1.2","($9.9)","9","9.4%",".276","19864"
"Rene Pinto","TBR","80",".213",".241",".325",".566","17","2","5","10","12","3","0","2","0","35","1","0","3","0","22","16","101","224","2.4%","42.2%","0.06",".113",".349","1.38",".249","-3.4","-0.1","-0.7","0.0","$0.2","2","4.4%",".219","19859"
"Nick Plummer","NYM","29",".138",".194",".379",".573","4","1","4","6","1","1","0","2","0","12","1","0","1","0","7","5","28","68","3.2%","38.7%","0.08",".241",".133","1.40",".248","-1.3","-0.3","0.2","-0.1","($1.0)","2","11.8%",".280","18690"
"Tyler Heineman","- - -","157",".217",".276",".268",".544","34","8","16","9","26","8","0","0","0","17","5","0","3","1","47","55","178","424","4.6%","9.8%","0.47",".051",".243","0.85",".248","-8.7","5.8","-1.1","0.6","$4.6","0","0.0%",".273","13897"
"Mauricio Dubon","- - -","243",".214",".252",".313",".565","52","13","31","24","38","9","0","5","0","30","1","5","7","2","84","97","284","650","4.9%","11.3%","0.43",".099",".221","0.87",".248","-12.4","5.6","-0.8","0.2","$1.6","5","2.3%",".272","16530"
"Miguel Andujar","- - -","132",".235",".257",".311",".568","31","5","13","17","24","5","1","1","0","27","0","3","1","4","45","39","158","353","3.6%","19.3%","0.19",".076",".280","1.15",".247","-6.7","1.6","1.5","-0.2","($1.3)","4","3.7%",".281","15878"
"Tyler Wade","LAA","147",".218",".272",".272",".544","32","10","22","8","26","5","0","1","0","33","1","0","3","8","39","37","231","397","6.1%","20.2%","0.30",".054",".274","1.05",".247","-8.2","-3.0","-0.1","-0.6","($4.6)","2","1.7%",".248","15730"
"Sandy Leon","- - -","71",".169",".298",".211",".509","12","13","6","4","9","3","0","0","0","27","0","0","2","0","12","16","153","234","15.1%","31.4%","0.48",".042",".273","0.75",".246","-4.1","-1.6","-2.4","-0.4","($2.8)","0","0.0%",".263","5273"
"Abraham Toro","SEA","324",".185",".239",".324",".563","60","22","36","35","36","13","1","10","1","65","2","4","4","2","104","121","463","877","6.3%","18.5%","0.34",".139",".198","0.86",".246","-15.2","-0.2","-1.1","-0.7","($5.7)","18","6.8%",".284","19844"
"Guillermo Heredia","ATL","76",".158",".220",".342",".562","12","6","12","8","5","3","1","3","0","32","0","0","1","0","16","22","118","229","7.3%","39.0%","0.19",".184",".220","0.73",".246","-4.5","0.1","1.0","-0.2","($1.9)","5","11.4%",".228","18721"
"Jonathan Schoop","DET","481",".202",".239",".322",".561","97","19","48","38","62","23","1","11","1","107","6","4","15","5","174","132","556","1233","3.7%","21.0%","0.18",".121",".234","1.32",".245","-24.4","20.6","-0.2","1.5","$11.8","18","4.8%",".268","11265"
"Zach Reks","TEX","34",".265",".265",".294",".559","9","0","3","3","8","1","0","0","0","10","0","0","0","0","6","10","33","81","0.0%","29.4%","0.00",".029",".375","0.60",".245","-1.7","-2.0","-0.2","-0.3","($2.8)","0","0.0%",".230","19667"
"Zack Collins","- - -","97",".155",".231",".320",".551","15","9","9","11","7","4","0","4","0","41","1","1","0","0","15","27","195","282","8.3%","38.0%","0.22",".165",".208","0.56",".245","-5.4","0.0","-0.2","-0.4","($2.8)","5","8.8%",".257","19181"
"Alec Burleson","STL","48",".188",".264",".271",".535","9","5","4","3","7","1","0","1","0","9","0","0","1","1","19","11","74","116","9.4%","17.0%","0.56",".083",".211","1.73",".245","-2.6","-0.9","0.1","-0.3","($2.2)","4","10.3%",".322","27615"
"Nick Allen","OAK","299",".207",".256",".291",".547","62","19","31","19","45","13","0","4","0","64","1","1","5","3","119","73","379","775","5.8%","19.6%","0.30",".084",".250","1.63",".245","-14.4","5.4","0.5","0.5","$4.3","3","1.2%",".238","22277"
"Willians Astudillo","MIA","54",".241",".255",".296",".551","13","1","5","4","12","0","0","1","0","3","0","0","2","1","23","18","41","109","1.8%","5.5%","0.33",".056",".240","1.28",".243","-2.8","-3.7","-0.4","-0.5","($4.2)","0","0.0%",".265","15608"
"James McCann","NYM","174",".195",".257",".282",".538","34","11","19","18","25","6","0","3","0","46","4","2","5","3","47","52","230","483","5.8%","24.1%","0.24",".086",".244","0.90",".243","-9.1","2.0","0.3","0.4","$2.9","8","6.2%",".311","12859"
"Jason Delay","PIT","155",".213",".265",".271",".536","33","9","17","11","26","6","0","1","0","50","2","0","4","0","44","40","201","453","5.4%","29.9%","0.18",".058",".308","1.10",".243","-9.2","3.5","-1.8","0.2","$1.6","2","1.9%",".230","19806"
"Ben DeLuzio","STL","20",".150",".292",".200",".492","3","3","3","0","2","1","0","0","0","5","1","0","0","0","5","4","37","60","12.0%","20.0%","0.60",".050",".200","1.25",".242","-1.3","1.7","0.1","0.1","$1.0","0","0.0%",".330","19644"
"Alcides Escobar","WSN","124",".218",".260",".282",".542","27","5","12","8","21","4","2","0","0","32","2","0","1","1","32","32","151","359","3.8%","24.4%","0.16",".065",".293","1.00",".242","-7.4","-3.0","0.9","-0.4","($3.0)","1","1.1%",".233","6310"
"Greg Allen","PIT","118",".186",".260",".271",".531","22","10","17","8","16","4","0","2","0","42","2","1","2","8","39","25","193","338","7.5%","31.3%","0.24",".085",".267","1.56",".242","-7.5","3.4","2.7","0.2","$1.8","2","2.5%",".229","16623"
"Paul DeJong","STL","210",".157",".245",".286",".530","33","21","19","25","18","9","0","6","0","79","4","2","2","3","44","67","356","621","8.9%","33.3%","0.27",".129",".213","0.66",".241","-12.3","3.1","-0.7","0.1","$0.7","13","9.8%",".267","18015"
"Payton Henry","MIA","28",".143",".314",".143",".457","4","5","2","4","4","0","0","0","0","8","2","0","0","0","15","2","51","82","14.3%","22.9%","0.63",".000",".200","7.50",".241","-1.9","-0.9","0.1","-0.1","($0.7)","0","0.0%",".279","22164"
