id,observed_on,url,image_url,description,latitude,longitude,geoprivacy,coordinates_obscured,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,generic_name
112465721,2022-04-22,https://www.inaturalist.org/observations/112465721,https://static.inaturalist.org/photos/189961737/medium.jpg,,38.0267221747,-122.8262708721,obscured,True,Coastal Rainbow Trout,Oncorhynchus mykiss irideus,Coastal Rainbow Trout,Actinopterygii,143607,Rainbow Trout
112613049,2022-04-23,https://www.inaturalist.org/observations/112613049,https://static.inaturalist.org/photos/190219569/medium.jpg,,38.5092866667,-122.0974278333,,False,Ray-finned Fishes,Salmoninae,Salmons and Trouts,Actinopterygii,342904,General Salmonid
112734277,2021-11-05,https://www.inaturalist.org/observations/112734277,https://inaturalist-open-data.s3.amazonaws.com/photos/190436571/medium.jpg,"Steelhead, winter",40.6428,-122.95588,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
112734644,2022-03-19,https://www.inaturalist.org/observations/112734644,https://inaturalist-open-data.s3.amazonaws.com/photos/190436612/medium.jpg,,40.9954116667,-122.4115,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
112770083,2022-04-20,https://www.inaturalist.org/observations/112770083,https://inaturalist-open-data.s3.amazonaws.com/photos/190499109/medium.jpg,,37.8938783333,-122.243195,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
112793294,2022-04-23,https://www.inaturalist.org/observations/112793294,https://inaturalist-open-data.s3.amazonaws.com/photos/190542681/medium.jpg,,40.7840044886,-124.0828087483,,False,Coastal Cutthroat Trout,Oncorhynchus clarkii,Coastal Cutthroat Trout,Actinopterygii,68075,Cutthroat Trout
112855549,2016-06-20,https://www.inaturalist.org/observations/112855549,https://inaturalist-open-data.s3.amazonaws.com/photos/190655231/medium.jpg,,37.7766133333,-119.0795833333,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
113011772,2022-04-22,https://www.inaturalist.org/observations/113011772,https://inaturalist-open-data.s3.amazonaws.com/photos/190935025/medium.jpeg,,38.0790666667,-122.78395,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
113051837,2022-04-26,https://www.inaturalist.org/observations/113051837,https://static.inaturalist.org/photos/191008000/medium.jpg,I think this might be trout fry. He’s a little over an inch long.  Caught in San Mateo Creek. ,37.5615080249,-122.336956555,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
113166693,2018-11-04,https://www.inaturalist.org/observations/113166693,https://inaturalist-open-data.s3.amazonaws.com/photos/191208432/medium.jpg,,40.8795097223,-123.5285459775,,False,Coastal Rainbow Trout,Oncorhynchus mykiss irideus,Coastal Rainbow Trout,Actinopterygii,143607,Rainbow Trout
113183976,2022-04-27,https://www.inaturalist.org/observations/113183976,https://inaturalist-open-data.s3.amazonaws.com/photos/191241594/medium.jpg,,37.8948333333,-122.2443616667,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
113184088,2022-04-27,https://www.inaturalist.org/observations/113184088,https://inaturalist-open-data.s3.amazonaws.com/photos/191241833/medium.jpg,,37.8950083333,-122.2450033333,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
113246257,2021-07-18,https://www.inaturalist.org/observations/113246257,https://static.inaturalist.org/photos/191348094/medium.jpg,,37.6102783437,-119.0099916085,,False,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596,Brook Trout
113246379,2019-07-17,https://www.inaturalist.org/observations/113246379,https://static.inaturalist.org/photos/191348352/medium.jpg,,37.6102564021,-119.0099168306,,False,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518,Brown Trout
113246508,2019-07-19,https://www.inaturalist.org/observations/113246508,https://static.inaturalist.org/photos/191348584/medium.jpg,,37.6062027182,-118.7552846332,,False,Lahontan Cutthroat Trout,Oncorhynchus henshawi henshawi,Lahontan Cutthroat Trout,Actinopterygii,1520371,Cutthroat Trout
113246881,2018-07-12,https://www.inaturalist.org/observations/113246881,https://static.inaturalist.org/photos/191349139/medium.jpg,,37.6101104916,-119.0101381293,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
113571183,2020-07-25,https://www.inaturalist.org/observations/113571183,https://inaturalist-open-data.s3.amazonaws.com/photos/191863598/medium.jpg,,38.9107189305,-120.143816835,,False,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596,Brook Trout
113593755,2020-07-05,https://www.inaturalist.org/observations/113593755,https://inaturalist-open-data.s3.amazonaws.com/photos/191901324/medium.jpg,,41.0269861667,-122.9752716667,,False,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596,Brook Trout
113606569,2022-04-21,https://www.inaturalist.org/observations/113606569,https://static.inaturalist.org/photos/191921868/medium.jpg,Success from dam removal and creek restoration ,37.0138083333,-121.9993366667,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
113672565,2022-04-29,https://www.inaturalist.org/observations/113672565,https://static.inaturalist.org/photos/192034764/medium.jpg,,34.2520916667,-117.188675,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
113864695,2022-04-30,https://www.inaturalist.org/observations/113864695,https://inaturalist-open-data.s3.amazonaws.com/photos/192329849/medium.jpg,,34.2520989391,-117.1888543336,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
114037079,2022-04-30,https://www.inaturalist.org/observations/114037079,https://inaturalist-open-data.s3.amazonaws.com/photos/192609296/medium.jpg,,38.0790704681,-122.7839485056,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
114574259,2022-04-29,https://www.inaturalist.org/observations/114574259,https://inaturalist-open-data.s3.amazonaws.com/photos/193455062/medium.jpg,Stebbins,38.5092894487,-122.0974185774,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
114686570,2022-04-25,https://www.inaturalist.org/observations/114686570,https://inaturalist-open-data.s3.amazonaws.com/photos/193638698/medium.jpg,,36.56768,-118.1205138333,,False,Salmons and Trouts,Salmo trutta,Brown Trout,Actinopterygii,47518,Brown Trout
114742859,2022-04-30,https://www.inaturalist.org/observations/114742859,https://static.inaturalist.org/photos/193723896/medium.jpeg,,34.5886055556,-119.9778361111,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
114897438,2022-05-01,https://www.inaturalist.org/observations/114897438,https://inaturalist-open-data.s3.amazonaws.com/photos/193966018/medium.jpeg,,35.9630046784,-118.5966706906,,True,Kern River Rainbow Trout,Oncorhynchus aguabonita gilberti,Kern River Rainbow Trout,Actinopterygii,1552699,Rainbow Trout
115055339,2021-05-09,https://www.inaturalist.org/observations/115055339,https://inaturalist-open-data.s3.amazonaws.com/photos/194224059/medium.jpg,,37.0123288273,-121.8690375257,obscured,True,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
115247610,2020-11-13,https://www.inaturalist.org/observations/115247610,https://static.inaturalist.org/photos/194530901/medium.jpg,,37.6605782,-118.8278508,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
115292025,2022-02-20,https://www.inaturalist.org/observations/115292025,https://inaturalist-open-data.s3.amazonaws.com/photos/194615958/medium.png,,34.2828629648,-117.7483542885,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
115292161,2022-01-17,https://www.inaturalist.org/observations/115292161,https://inaturalist-open-data.s3.amazonaws.com/photos/194616446/medium.png,,34.283121,-117.7467,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
115454528,2022-03-25,https://www.inaturalist.org/observations/115454528,https://inaturalist-open-data.s3.amazonaws.com/photos/194849983/medium.jpg,,41.7693180565,-124.0036518862,,False,Coastal Rainbow Trout,Oncorhynchus mykiss irideus,Coastal Rainbow Trout,Actinopterygii,143607,Rainbow Trout
115571065,2022-05-04,https://www.inaturalist.org/observations/115571065,https://inaturalist-open-data.s3.amazonaws.com/photos/244257369/medium.jpg,,37.779675,-119.1276028333,,False,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518,Brown Trout
115689453,2022-04-12,https://www.inaturalist.org/observations/115689453,https://inaturalist-open-data.s3.amazonaws.com/photos/195258412/medium.jpeg,,40.2001560824,-123.9077507074,obscured,True,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
